"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-04","81","86","78"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-05","78","81","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-06","76","86","70"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-07","74","77","66"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-08","68","75","59"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-09","69","83","60"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-10","74","82","67"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-11","70","72","66"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-12","71","81","64"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-13","77","90","69"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-14","74","79","63"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-15","66","74","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-16","63","71","54"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-17","62","75","49"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-18","68","83","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-19","74","88","63"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-20","77","92","63"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-21","77","92","62"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-22","78","87","71"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-23","79","89","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-24","79","86","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-25","80","88","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-26","79","83","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-27","80","87","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-28","80","88","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-29","79","88","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-30","54","56","47"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-10-31","51","61","46"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-01","52","62","44"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-02","54","67","42"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-03","61","76","50"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-04","68","80","58"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-05","70","83","61"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-06","73","83","64"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-07","74","86","66"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-08","76","86","69"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-09","74","82","67"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-10","65","70","57"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-11","58","61","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-12","61","67","59"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-13","62","63","61"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-14","64","72","60"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-15","65","75","55"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-16","62","65","59"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-17","66","78","59"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-18","69","77","59"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-19","65","75","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-20","72","79","65"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-21","63","65","50"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-22","52","59","45"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-23","51","58","44"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-24","58","68","52"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-25","58","66","50"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-26","60","63","47"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-27","50","59","43"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-28","54","62","46"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-29","54","68","43"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-11-30","65","72","62"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-01","71","75","64"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-02","65","68","57"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-03","61","72","49"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-04","61","72","51"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-05","59","71","47"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-06","57","66","49"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-07","58","73","45"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-08","69","78","63"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-09","74","82","58"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-10","57","62","42"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-11","50","65","37"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-12","55","68","48"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-13","57","63","53"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-14","61","71","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-15","62","66","59"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-16","60","64","50"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-17","55","68","43"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-18","57","74","46"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-19","56","65","47"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-20","60","68","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-21","62","66","60"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-22","64","71","59"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-23","67","75","64"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-24","66","69","57"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-25","55","60","47"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-26","51","59","45"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-27","55","68","45"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-28","50","59","40"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-29","47","56","38"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-30","51","67","37"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2023-12-31","56","74","43"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-01","62","65","50"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-02","50","55","44"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-03","52","59","46"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-04","52","62","42"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-05","57","63","46"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-06","52","65","41"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-07","53","62","43"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-08","63","74","52"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-09","51","57","40"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-10","51","69","38"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-11","64","78","53"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-12","63","72","42"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-13","49","64","35"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-14","50","54","37"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-15","33","37","26"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-16","27","34","20"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-17","32","44","24"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-18","51","64","43"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-19","53","58","39"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-20","41","49","32"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-21","42","44","37"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-22","53","65","44"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-23","65","72","61"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-24","65","69","62"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-25","64","74","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-26","60","65","54"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-27","59","61","47"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-28","52","64","43"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-29","54","69","42"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-30","57","73","47"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-01-31","61","76","50"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-01","61","71","52"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-02","64","74","55"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-03","64","71","54"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-04","61","71","53"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-05","59","67","55"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-06","59","73","47"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-07","59","70","46"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-08","68","75","63"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-09","70","79","64"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-10","70","76","67"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-11","72","80","53"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-12","54","62","45"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-13","54","68","42"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-14","55","67","45"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-15","63","74","58"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-16","65","68","62"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-17","54","63","42"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-18","46","58","37"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-19","50","65","39"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-20","60","78","47"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-21","66","78","54"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-22","70","78","64"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-23","69","79","58"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-24","67","81","49"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-25","66","81","53"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-26","71","80","65"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-27","74","86","68"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-28","71","73","53"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-02-29","55","61","52"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-01","59","73","53"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-02","63","73","55"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-03","69","78","63"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-04","72","83","67"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-05","75","89","67"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-06","71","81","64"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-07","70","81","64"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-08","75","85","68"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-09","62","69","51"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-10","58","70","48"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-11","62","72","55"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-12","66","78","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-13","71","80","66"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-14","76","82","72"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-15","76","84","67"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-16","69","73","65"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-17","71","76","64"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-18","66","72","58"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-19","59","65","48"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-20","62","72","55"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-21","64","69","59"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-22","66","79","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-23","65","79","54"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-24","67","73","61"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-25","71","79","58"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-26","63","73","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-27","60","69","50"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-28","62","77","49"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-29","66","78","57"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-30","70","78","61"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-03-31","73","82","68"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-01","76","82","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-02","78","86","61"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-03","66","78","54"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-04","69","84","55"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-05","71","87","57"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-06","71","79","64"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-07","76","86","71"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-08","75","80","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-09","76","80","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-10","72","77","63"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-11","69","83","58"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-12","71","82","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-13","70","82","58"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-14","73","83","65"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-15","74","81","69"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-16","76","83","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-17","77","83","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-18","78","86","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-19","78","85","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-20","78","85","62"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-21","65","73","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-22","65","72","53"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-23","67","77","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-24","76","85","69"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-25","74","83","68"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-26","77","82","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-27","78","83","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-28","78","85","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-29","76","82","68"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-04-30","75","86","66"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-01","77","85","71"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-02","77","82","69"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-03","76","82","69"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-04","78","86","70"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-05","77","80","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-06","79","87","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-07","81","87","78"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-08","82","88","78"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-09","82","88","79"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-10","81","90","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-11","78","83","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-12","77","85","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-13","78","88","68"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-14","76","89","65"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-15","80","92","67"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-16","80","84","70"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-17","71","74","66"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-18","76","90","67"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-19","82","91","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-20","81","90","72"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-21","84","91","80"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-22","84","90","81"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-23","84","92","80"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-24","85","92","80"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-25","85","93","79"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-26","85","93","81"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-27","86","98","79"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-28","82","92","69"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-29","78","90","72"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-30","84","92","72"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-05-31","76","85","68"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-01","81","90","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-02","84","93","79"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-03","85","91","81"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-04","86","92","82"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-05","81","86","71"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-06","83","95","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-07","87","95","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-08","85","94","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-09","85","92","78"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-10","85","94","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-11","83","93","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-12","83","91","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-13","84","93","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-14","86","95","78"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-15","86","95","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-16","86","95","79"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-17","86","92","81"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-18","83","91","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-19","80","84","78"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-20","84","92","80"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-21","85","92","79"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-22","86","93","80"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-23","85","94","78"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-24","87","94","81"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-25","87","94","81"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-26","86","94","80"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-27","86","97","80"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-28","88","96","82"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-29","88","96","82"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-06-30","88","96","82"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-07-01","88","99","80"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-07-02","88","97","81"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","2024-07-03",,"94","81"
