"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-11","69","72","60"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-12","67","81","59"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-13","74","90","65"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-14","73","77","60"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-15","65","74","55"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-16","62","71","51"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-17","60","74","47"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-18","65","83","50"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-19","72","87","59"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-20","74","92","59"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-21","74","93","60"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-22","77","87","67"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-23","78","87","71"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-24","78","87","71"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-25","78","86","71"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-26","78","84","73"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-27","78","87","74"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-28","78","87","72"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-29","78","89","53"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-30","51","53","46"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-10-31","50","62","46"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-01","50","62","40"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-02","50","67","37"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-03","58","76","44"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-04","65","80","54"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-05","68","83","58"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-06","72","83","58"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-07","74","87","62"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-08","75","85","66"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-09","73","85","63"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-10","63","69","54"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-11","56","59","55"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-12","60","68","58"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-13","61","62","59"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-14","63","73","58"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-15","63","75","54"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-16","62","66","58"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-17","66","78","57"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-18","68","75","57"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-19","62","73","53"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-20","71","82","65"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-21","62","65","47"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-22","51","60","43"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-23","48","56","40"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-24","54","68","45"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-25","54","67","44"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-26","58","61","45"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-27","48","60","39"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-28","52","63","43"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-29","51","67","40"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-11-30","62","70","58"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-01","69","74","62"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-02","62","65","54"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-03","60","73","49"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-04","61","71","48"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-05","55","72","44"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-06","55","68","44"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-07","54","72","42"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-08","67","78","61"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-09","74","81","59"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-10","56","60","39"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-11","47","64","33"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-12","52","67","41"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-13","52","57","45"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-14","58","73","52"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-15","61","68","57"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-16","60","63","49"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-17","53","68","40"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-18","55","74","43"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-19","53","65","41"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-20","56","70","48"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-21","60","65","55"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-22","62","72","56"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-23","67","75","64"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-24","65","68","54"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-25","53","58","46"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-26","48","58","39"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-27","52","66","43"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-28","49","58","39"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-29","46","56","37"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-30","48","66","35"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2023-12-31","52","73","38"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-01","60","65","47"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-02","47","53","40"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-03","50","60","43"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-04","50","63","38"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-05","54","62","43"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-06","49","64","40"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-07","51","62","38"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-08","60","76","50"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-09","50","56","40"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-10","49","69","33"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-11","62","78","47"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-12","63","72","35"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-13","45","65","32"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-14","47","51","33"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-15","31","33","25"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-16","25","34","18"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-17","30","45","20"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-18","49","66","40"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-19","51","56","36"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-20","39","49","29"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-21","40","43","36"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-22","49","65","42"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-23","64","69","62"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-24","64","64","61"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-25","62","71","52"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-26","57","64","53"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-27","58","61","47"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-28","51","64","42"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-29","52","69","37"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-30","58","73","46"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-01-31","61","76","46"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-01","60","72","47"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-02","61","73","51"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-03","63","72","52"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-04","60","68","51"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-05","58","66","52"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-06","58","73","46"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-07","56","72","43"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-08","67","76","61"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-09","70","79","64"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-10","70","76","66"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-11","71","78","52"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-12","53","61","45"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-13","52","66","37"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-14","53","68","40"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-15","62","74","54"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-16","65","70","62"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-17","54","63","39"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-18","44","58","35"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-19","47","66","33"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-20","58","78","43"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-21","67","79","55"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-22","69","78","65"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-23","68","79","59"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-24","65","80","46"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-25","66","82","49"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-26","72","82","68"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-27","75","86","70"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-28","71","74","50"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-02-29","53","55","50"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-01","56","74","49"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-02","62","73","52"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-03","68","79","62"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-04","72","83","67"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-05","76","89","66"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-06","71","83","64"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-07","70","80","60"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-08","74","83","66"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-09","61","66","50"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-10","56","70","44"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-11","61","73","51"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-12","63","77","52"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-13","71","82","62"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-14","76","83","73"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-15","76","83","64"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-16","66","71","63"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-17","70","78","62"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-18","65","71","53"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-19","57","68","43"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-20","61","70","53"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-21","63","68","59"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-22","64","76","55"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-23","64","79","54"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-24","66","71","60"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-25","70","78","56"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-26","61","71","52"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-27","58","67","49"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-28","61","76","47"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-29","66","78","54"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-30","69","77","61"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-03-31","73","82","66"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-01","76","82","73"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-02","77","85","60"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-03","65","78","52"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-04","67","84","48"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-05","72","87","61"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-06","71","79","60"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-07","76","87","71"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-08","76","81","72"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-09","76","81","73"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-10","71","75","62"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-11","68","82","59"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-12","68","83","52"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-13","69","84","53"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-14","73","83","63"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-15","74","80","70"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-16","76","82","72"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-17","77","81","73"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-18","78","88","72"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-19","76","84","69"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-20","74","81","60"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-21","62","71","54"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-22","62","73","53"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-23","65","77","52"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-24","74","84","66"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-25","73","82","65"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-26","77","82","74"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-27","78","82","75"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-28","78","83","75"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-29","75","82","66"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-04-30","73","86","63"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-01","76","83","67"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-02","75","81","68"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-03","73","77","68"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-04","75","84","68"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-05","76","81","71"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-06","77","85","72"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-07","81","88","77"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-08","82","89","75"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-09","81","88","75"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-10","79","88","71"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-11","77","82","70"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-12","73","84","68"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-13","78","88","67"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-14","73","89","64"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-15","77","91","64"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-16","78","84","68"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-17","71","74","66"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-18","74","91","65"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-19","81","91","71"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-20","80","90","70"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-21","83","89","79"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-22","83","90","78"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-23","84","92","79"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-24","85","93","78"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-25","85","94","78"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-26","85","93","81"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-27","85","96","77"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-28","81","90","68"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-29","76","89","70"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-30","80","91","67"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-05-31","73","84","66"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-01","78","89","72"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-02","82","92","75"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-03","85","92","79"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-04","85","93","82"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-05","80","85","70"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-06","81","96","71"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-07","84","94","73"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-08","85","94","75"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-09","84","92","74"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-10","85","93","73"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-11","82","93","73"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-12","80","92","74"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-13","83","94","76"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-14","85","95","76"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-15","85","93","75"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-16","84","94","75"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-17","85","92","77"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-18","82","90","76"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-19","80","87","76"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-20","81","91","77"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-21","82","91","76"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-22","83","92","76"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-23","82","93","74"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-24","85","94","77"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-25","86","95","78"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-26","87","97","81"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-27","87","98","80"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-28","87","97","82"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-29","88","98","80"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-06-30","86","97","79"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-07-01","89","100","80"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-07-02","88","97","81"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2024-07-03",,"94","80"
